"","model","wt","upp","low","week","alpha","step","rep"
"9799","naive",0.26208351974,0.326318525,0.20188295,5,50,1,35
"9800","sir",0.22673408412,0.28596505,0.17307985,5,50,1,35
"9801","arima",0.91437295412696,0.984581,0.763979325,6,1,1,35
"9802","asg",0.02528981485693,0.094159935,0.0006646102,6,1,1,35
"9803","naive",0.0462935160031582,0.18129375,0.00112666975,6,1,1,35
"9804","sir",0.0140437163271314,0.0528273825,0.000339128325,6,1,1,35
"9805","arima",0.27678140388,0.34377405,0.213729875,6,50,1,35
"9806","asg",0.23434358332,0.295045125,0.178755775,6,50,1,35
"9807","naive",0.26776878286,0.333121,0.207203775,6,50,1,35
"9808","sir",0.2211062324,0.2794061,0.167910875,6,50,1,35
"9809","arima",0.9389424411,0.988568,0.84242,7,1,1,35
"9810","asg",0.0216588069385257,0.0811055525,0.000515272075,7,1,1,35
"9811","naive",0.0283693914558892,0.108781675,0.000674258825,7,1,1,35
"9812","sir",0.0110293638308177,0.0413759625,0.000267524,7,1,1,35
"9813","arima",0.287939055,0.35687115,0.223753875,7,50,1,35
"9814","asg",0.23632273058,0.297090725,0.1807869,7,50,1,35
"9815","naive",0.26342048376,0.328985,0.202680775,7,50,1,35
"9816","sir",0.21231773,0.269065125,0.160758975,7,50,1,35
"9817","arima",0.96716680468,0.99359705,0.916022,8,1,1,35
"9818","asg",0.0145631467829318,0.0543690975,0.00036612565,8,1,1,35
"9819","naive",0.0124447469133186,0.0463543475,0.000334701575,8,1,1,35
"9820","sir",0.00582530123916114,0.021689785,0.00014327,8,1,1,35
"9821","arima",0.2965128554,0.36824605,0.229002875,8,50,1,35
"9822","asg",0.24742602628,0.310208025,0.189913825,8,50,1,35
"9823","naive",0.26448340054,0.33093225,0.202959425,8,50,1,35
"9824","sir",0.19157772382,0.2456212,0.143422975,8,50,1,35
"9825","arima",0.9732546816,0.99505905,0.93015085,9,1,1,35
"9826","asg",0.0132101317858992,0.049767385,0.000313302725,9,1,1,35
"9827","naive",0.0092877256894293,0.0349383175,0.000219716175,9,1,1,35
"9828","sir",0.00424746038232434,0.0157505,0.000105020275,9,1,1,35
"9829","arima",0.29483430908,0.3695133,0.226216175,9,50,1,35
"9830","asg",0.25776909156,0.3227081,0.19791295,9,50,1,35
"9831","naive",0.2712128347,0.339763,0.207559825,9,50,1,35
"9832","sir",0.176183764658,0.226910075,0.131117975,9,50,1,35
"9833","arima",0.97747114018,0.995681,0.94126155,10,1,1,35
"9834","asg",0.011431411596164,0.042088035,0.0002908355,10,1,1,35
"9835","naive",0.00751359234169108,0.02790243,0.000181913825,10,1,1,35
"9836","sir",0.00358385635112024,0.0132607625,8.679732e-05,10,1,1,35
"9837","arima",0.31885869774,0.39543775,0.2465009,10,50,1,35
"9838","asg",0.25852091794,0.3241684,0.1980224,10,50,1,35
"9839","naive",0.25974246342,0.3274486,0.197259825,10,50,1,35
"9840","sir",0.16287792328,0.210908,0.120959075,10,50,1,35
"9841","arima",0.98032701812,0.996244075,0.949008925,11,1,1,35
"9842","asg",0.00985639361624244,0.03616433,0.0002436784,11,1,1,35
"9843","naive",0.00658962408796078,0.0246377325,0.00016454225,11,1,1,35
"9844","sir",0.00322696200693796,0.0118997,7.924836e-05,11,1,1,35
"9845","arima",0.32740166774,0.406345575,0.252699875,11,50,1,35
"9846","asg",0.25714565958,0.32171015,0.1974878,11,50,1,35
"9847","naive",0.25962324802,0.328508275,0.197316675,11,50,1,35
"9848","sir",0.155829427154,0.2022995,0.11561095,11,50,1,35
"9849","arima",0.9833847401,0.996840075,0.957787675,12,1,1,35
"9850","asg",0.00773793199659988,0.02832422,0.00019535735,12,1,1,35
"9851","naive",0.0059078087599185,0.0220179325,0.0001387113,12,1,1,35
"9852","sir",0.0029695196025742,0.010970235,7.54624175e-05,12,1,1,35
"9853","arima",0.3506247539,0.432192025,0.27166285,12,50,1,35
"9854","asg",0.24100575218,0.30372445,0.1834665,12,50,1,35
"9855","naive",0.25607878136,0.32503855,0.1928438,12,50,1,35
"9856","sir",0.152290716348,0.198227025,0.112837975,12,50,1,35
"9857","arima",0.98720562176,0.997437,0.968349,13,1,1,35
"9858","asg",0.00496906457947136,0.0182254,0.000119463025,13,1,1,35
"9859","naive",0.00509884664196866,0.0187683225,0.000124306075,13,1,1,35
"9860","sir",0.00272646736504931,0.01013296,7.035508e-05,13,1,1,35
"9861","arima",0.39732202452,0.4836562,0.31313995,13,50,1,35
"9862","asg",0.20109981678,0.256443075,0.151503675,13,50,1,35
"9863","naive",0.25248298066,0.32288225,0.1888279,13,50,1,35
"9864","sir",0.149095179816,0.194331025,0.11020245,13,50,1,35
"9865","arima",0.9883414051,0.997661,0.971145975,14,1,1,35
"9866","asg",0.00402324206200207,0.0147706025,0.0001017979,14,1,1,35
"9867","naive",0.0050201886874666,0.018520475,0.0001236359,14,1,1,35
"9868","sir",0.00261516508372912,0.0096681485,6.64423725e-05,14,1,1,35
"9869","arima",0.38815492574,0.4778722,0.299974975,14,50,1,35
"9870","asg",0.184887537846,0.237832025,0.1383228,14,50,1,35
"9871","naive",0.27281786212,0.348577,0.20451395,14,50,1,35
"9872","sir",0.154139675148,0.20054405,0.1136839,14,50,1,35
"9873","arima",0.9893134329,0.997909025,0.973601925,15,1,1,35
"9874","asg",0.00322267528694252,0.01185487,8.107723e-05,15,1,1,35
"9875","naive",0.00487642011780727,0.0179043175,0.000111741,15,1,1,35
"9876","sir",0.00258746987434576,0.00973370025000001,6.3630645e-05,15,1,1,35
"9877","arima",0.40957316454,0.502194125,0.31689,15,50,1,35
"9878","asg",0.159538022078,0.206167025,0.118966775,15,50,1,35
"9879","naive",0.27557532128,0.352895025,0.205363875,15,50,1,35
"9880","sir",0.155313490966,0.20307815,0.114194975,15,50,1,35
"9881","arima",0.98946846078,0.997938,0.973496975,16,1,1,35
"9882","asg",0.00300343507550134,0.0111164475,7.38735225e-05,16,1,1,35
"9883","naive",0.00491248874347078,0.018284945,0.000122064275,16,1,1,35
"9884","sir",0.00261561538277179,0.00960205125000001,6.39471625e-05,16,1,1,35
"9885","arima",0.40048650474,0.494777575,0.3069361,16,50,1,35
"9886","asg",0.153501234502,0.19789245,0.11447185,16,50,1,35
"9887","naive",0.28536163404,0.363747,0.2127735,16,50,1,35
"9888","sir",0.160650626482,0.209538275,0.118277975,16,50,1,35
"9889","arima",0.9892602337,0.997914,0.973026,17,1,1,35
"9890","asg",0.00302303119603988,0.0111899375,7.95669325e-05,17,1,1,35
"9891","naive",0.00502946298398876,0.0186285575,0.00012882,17,1,1,35
"9892","sir",0.00268727097019021,0.0099122765,6.50386925e-05,17,1,1,35
"9893","arima",0.38615235844,0.47965805,0.29422435,17,50,1,35
"9894","asg",0.154833401638,0.19937025,0.1153635,17,50,1,35
"9895","naive",0.29276348032,0.3709662,0.220034725,17,50,1,35
"9896","sir",0.166250765282,0.2173201,0.122517,17,50,1,35
"9897","arima",0.98910812462,0.997891025,0.97281875,18,1,1,35
"9898","asg",0.00303986659075602,0.0113513825,7.63281925e-05,18,1,1,35
"9899","naive",0.00512901803630826,0.0189035625,0.000124290575,18,1,1,35
"9900","sir",0.00272299197860665,0.00994833225,6.521575e-05,18,1,1,35
"9901","arima",0.36790240712,0.463864325,0.27653375,18,50,1,35
"9902","asg",0.157462010904,0.20367715,0.1173447,18,50,1,35
"9903","naive",0.30139388418,0.38108505,0.227699975,18,50,1,35
"9904","sir",0.173241699892,0.225253025,0.127364575,18,50,1,35
"9905","arima",0.98935539082,0.997931,0.97325095,19,1,1,35
"9906","asg",0.00303143207258704,0.0112357525,8.306896e-05,19,1,1,35
"9907","naive",0.00490623952434254,0.0184808025,0.000113575825,19,1,1,35
"9908","sir",0.00270693888941336,0.00996486700000001,7.114084e-05,19,1,1,35
"9909","arima",0.37952788408,0.474907275,0.286693625,19,50,1,35
"9910","asg",0.157105129606,0.202414075,0.117012825,19,50,1,35
"9911","naive",0.28949338434,0.3673853,0.217007925,19,50,1,35
"9912","sir",0.173873598696,0.227129325,0.127792825,19,50,1,35
"9913","arima",0.98931568588,0.997844,0.973457975,20,1,1,35
"9914","asg",0.00301886474863138,0.011271215,7.61503075e-05,20,1,1,35
"9915","naive",0.00486347051261638,0.018019835,0.0001219187,20,1,1,35
"9916","sir",0.00280197773501588,0.0104008175,7.21606e-05,20,1,1,35
"9917","arima",0.38391133862,0.479877275,0.291940575,20,50,1,35
"9918","asg",0.153520204852,0.197741325,0.11404985,20,50,1,35
"9919","naive",0.2860118167,0.36467825,0.2139039,20,50,1,35
"9920","sir",0.176556635386,0.2306331,0.12962565,20,50,1,35
"9921","arima",0.989605715,0.997956,0.973867775,21,1,1,35
"9922","asg",0.0029015306145996,0.01067924,6.95372625e-05,21,1,1,35
"9923","naive",0.00475961370121466,0.017898695,0.0001141298,21,1,1,35
"9924","sir",0.00273313974460148,0.010027735,6.7950835e-05,21,1,1,35
"9925","arima",0.39594598892,0.48990985,0.3021797,21,50,1,35
"9926","asg",0.152329757848,0.1975181,0.112807875,21,50,1,35
"9927","naive",0.27643144482,0.35299105,0.206385025,21,50,1,35
"9928","sir",0.175292814216,0.22940115,0.12817655,21,50,1,35
"9929","arima",0.9896936597,0.997918,0.974232975,22,1,1,35
"9930","asg",0.00291982585563262,0.010703505,7.72254125e-05,22,1,1,35
"9931","naive",0.00460946498116556,0.0172189075,0.000108338325,22,1,1,35
"9932","sir",0.00277705018571827,0.0103039825,7.197413e-05,22,1,1,35
"9933","arima",0.40561000784,0.498404175,0.312750825,22,50,1,35
"9934","asg",0.155265614364,0.2012441,0.1149269,22,50,1,35
"9935","naive",0.26102994832,0.3343705,0.194286925,22,50,1,35
"9936","sir",0.178094424092,0.233551425,0.12993685,22,50,1,35
"9937","arima",0.98976526016,0.997905,0.974891875,23,1,1,35
"9938","asg",0.00302833447543948,0.0112095025,7.9416665e-05,23,1,1,35
"9939","naive",0.004339365226379,0.016201015,0.000110094675,23,1,1,35
"9940","sir",0.00286704008411383,0.010569625,7.53228975e-05,23,1,1,35
"9941","arima",0.41332327974,0.505660125,0.320688375,23,50,1,35
"9942","asg",0.159340097286,0.2070822,0.117938925,23,50,1,35
"9943","naive",0.24476156494,0.315541175,0.18147,23,50,1,35
"9944","sir",0.182575062714,0.239627625,0.133275,23,50,1,35
"9945","arima",0.98986082932,0.997972,0.97515385,24,1,1,35
"9946","asg",0.00310262618770244,0.01153795,7.55622225e-05,24,1,1,35
"9947","naive",0.00410535678923736,0.01507464,0.000107809175,24,1,1,35
"9948","sir",0.00293118683094852,0.01089234,6.7894105e-05,24,1,1,35
"9949","arima",0.41928749224,0.51081755,0.326908,24,50,1,35
"9950","asg",0.16407897153,0.21263305,0.12221095,24,50,1,35
"9951","naive",0.22966757428,0.297163225,0.17014585,24,50,1,35
"9952","sir",0.186965962418,0.246414075,0.1362559,24,50,1,35
"9953","arima",0.9900347898,0.997952025,0.975968925,25,1,1,35
"9954","asg",0.00315920534645744,0.01169171,7.763828e-05,25,1,1,35
"9955","naive",0.00385788769468526,0.0141219375,0.000100129975,25,1,1,35
"9956","sir",0.00294811808575876,0.0109581025,7.30107e-05,25,1,1,35
"9957","arima",0.42004779346,0.5118714,0.325818525,25,50,1,35
"9958","asg",0.169223189696,0.21876945,0.125232975,25,50,1,35
"9959","naive",0.22081286072,0.2855811,0.16324595,25,50,1,35
"9960","sir",0.189916158112,0.250187,0.138445875,25,50,1,35
"9961","arima",0.99024691184,0.998019025,0.97643085,26,1,1,35
"9962","asg",0.00318975378738702,0.0117939975,7.8558015e-05,26,1,1,35
"9963","naive",0.0036621081593113,0.01353262,8.85846775e-05,26,1,1,35
"9964","sir",0.0029012274603962,0.010713355,7.388915e-05,26,1,1,35
"9965","arima",0.42061604718,0.512996275,0.3272257,26,50,1,35
"9966","asg",0.175268688224,0.22820965,0.12940185,26,50,1,35
"9967","naive",0.21236396486,0.274848125,0.15715,26,50,1,35
"9968","sir",0.191751298078,0.252722525,0.139435725,26,50,1,35
"9969","arima",0.99025071868,0.998003025,0.97622,27,1,1,35
"9970","asg",0.0033286658546913,0.0123000075,8.58264175e-05,27,1,1,35
"9971","naive",0.00355892701186254,0.0130946,9.1139605e-05,27,1,1,35
"9972","sir",0.00286168875979246,0.0106124725,7.526631e-05,27,1,1,35
"9973","arima",0.40997338488,0.504162575,0.315288525,27,50,1,35
"9974","asg",0.184240527802,0.2390011,0.1362249,27,50,1,35
"9975","naive",0.20927914702,0.2710813,0.154131,27,50,1,35
"9976","sir",0.196506942552,0.258946175,0.141905925,27,50,1,35
"9977","arima",0.9901721214,0.998007025,0.976328925,28,1,1,35
"9978","asg",0.00347959702842961,0.01286743,8.793354e-05,28,1,1,35
"9979","naive",0.00343115337431442,0.0124676225,8.5671695e-05,28,1,1,35
"9980","sir",0.0029171280693399,0.0108624075,6.9224035e-05,28,1,1,35
"9981","arima",0.40853406614,0.502888375,0.313778375,28,50,1,35
"9982","asg",0.19176248004,0.248983375,0.14200955,28,50,1,35
"9983","naive",0.201438101762,0.2612093,0.148840925,28,50,1,35
"9984","sir",0.198265353828,0.26143925,0.1435097,28,50,1,35
"9985","arima",0.99005593112,0.997987,0.975865875,29,1,1,35
"9986","asg",0.00361686546029834,0.0132693525,9.48456375e-05,29,1,1,35
"9987","naive",0.00340191471750228,0.012717405,8.1588275e-05,29,1,1,35
"9988","sir",0.00292529159275794,0.0108198025,7.46284875e-05,29,1,1,35
"9989","arima",0.39148310614,0.48655725,0.2982987,29,50,1,35
"9990","asg",0.20334273786,0.2623581,0.1509529,29,50,1,35
"9991","naive",0.200220619636,0.259908475,0.14808365,29,50,1,35
"9992","sir",0.204953536374,0.27045105,0.148525875,29,50,1,35
"9993","arima",0.98984821796,0.997893025,0.9752979,30,1,1,35
"9994","asg",0.00380117994168044,0.0141465475,9.670864e-05,30,1,1,35
"9995","naive",0.00335112431232796,0.0122938625,9.3464435e-05,30,1,1,35
"9996","sir",0.00299947929786744,0.011052385,7.373023e-05,30,1,1,35
"9997","arima",0.38163340926,0.47656745,0.289747725,30,50,1,35
"9998","asg",0.21287793838,0.273981475,0.15828965,30,50,1,35
"9999","naive",0.193961120804,0.249943175,0.143654975,30,50,1,35
"10000","sir",0.21152752532,0.278263225,0.153790825,30,50,1,35
"10001","arima",0.9896592242,0.997870025,0.974900925,31,1,1,35
"10002","asg",0.00398000860824496,0.01477847,9.2813675e-05,31,1,1,35
"10003","naive",0.00328380677164868,0.012027715,8.11340125e-05,31,1,1,35
"10004","sir",0.0030769608256004,0.01127493,7.72322675e-05,31,1,1,35
"10005","arima",0.37653637422,0.4705496,0.28430695,31,50,1,35
"10006","asg",0.22164217628,0.284887025,0.1648597,31,50,1,35
"10007","naive",0.187581228888,0.2427402,0.138608775,31,50,1,35
"10008","sir",0.21424022376,0.28105045,0.156149475,31,50,1,35
"10009","arima",0.98970470446,0.997898,0.974770875,32,1,1,35
"10010","asg",0.00404634298526304,0.0150699,0.000106383075,32,1,1,35
"10011","naive",0.0032274384198543,0.012047655,7.6752605e-05,32,1,1,35
"10012","sir",0.00302151620505941,0.0112382,7.66973775e-05,32,1,1,35
"10013","arima",0.37092673462,0.465584625,0.278841575,32,50,1,35
"10014","asg",0.23050567812,0.296362275,0.17189195,32,50,1,35
"10015","naive",0.184748080384,0.238233075,0.137563675,32,50,1,35
"10016","sir",0.21381950432,0.28129525,0.15533555,32,50,1,35
"10017","arima",0.98974365408,0.99790505,0.974917975,33,1,1,35
"10018","asg",0.00407996841911527,0.01510231,0.000106548825,33,1,1,35
"10019","naive",0.0032061827913404,0.0120053225,7.72687425e-05,33,1,1,35
"10020","sir",0.00297019364335031,0.0108870125,7.110412e-05,33,1,1,35
"10021","arima",0.3538880357,0.449744675,0.264249925,33,50,1,35
"10022","asg",0.2443389368,0.312294075,0.1833439,33,50,1,35
"10023","naive",0.183686382356,0.2367473,0.136686975,33,50,1,35
"10024","sir",0.2180866427,0.285450325,0.15868565,33,50,1,35
"10025","arima",0.9895311914,0.997849025,0.974269975,34,1,1,35
"10026","asg",0.00429388475646252,0.0158734275,0.00010636415,34,1,1,35
"10027","naive",0.0031740884969276,0.01182512,7.65965525e-05,34,1,1,35
"10028","sir",0.00300083612748303,0.01114291,7.21701e-05,34,1,1,35
"10029","arima",0.34103057558,0.436454,0.252194225,34,50,1,35
"10030","asg",0.25729468296,0.32863835,0.192848425,34,50,1,35
"10031","naive",0.179697459452,0.2315624,0.1338828,34,50,1,35
"10032","sir",0.22197728186,0.290548275,0.1617749,34,50,1,35
"10033","arima",0.98909033632,0.997827025,0.973178,35,1,1,35
"10034","asg",0.00462777010963533,0.017157225,0.000120505675,35,1,1,35
"10035","naive",0.00319502108446694,0.0117202225,8.472691e-05,35,1,1,35
"10036","sir",0.00308687314488415,0.011508065,7.8477245e-05,35,1,1,35
"10037","arima",0.3252051373,0.418588275,0.2404556,35,50,1,35
"10038","asg",0.27002837746,0.343188125,0.203189975,35,50,1,35
"10039","naive",0.17546403283,0.226812,0.130652775,35,50,1,35
"10040","sir",0.2293024482,0.29849945,0.1683579,35,50,1,35
"10041","arima",0.98862696698,0.997711025,0.971918975,36,1,1,35
"10042","asg",0.00493768947580113,0.0184934975,0.00012627045,36,1,1,35
"10043","naive",0.003187146024579,0.0117805125,8.29943525e-05,36,1,1,35
"10044","sir",0.00324819496544454,0.0120104225,7.88476e-05,36,1,1,35
"10045","arima",0.30892885462,0.399942125,0.22729555,36,50,1,35
"10046","asg",0.28361434944,0.3581583,0.2145753,36,50,1,35
"10047","naive",0.170357411816,0.219596125,0.127244225,36,50,1,35
"10048","sir",0.23709938484,0.308317075,0.17365385,36,50,1,35
"10049","arima",0.9881540539,0.997631025,0.970733975,37,1,1,35
"10050","asg",0.0052787306612007,0.0195724125,0.000130520175,37,1,1,35
"10051","naive",0.00319601566410215,0.0118012425,8.1102345e-05,37,1,1,35
"10052","sir",0.00337119912379633,0.0125079625,8.61730475e-05,37,1,1,35
"10053","arima",0.29351550232,0.381189075,0.21516625,37,50,1,35
"10054","asg",0.2963748574,0.3722955,0.225116625,37,50,1,35
"10055","naive",0.165576802538,0.213568275,0.123314625,37,50,1,35
"10056","sir",0.2445328356,0.316670475,0.1804025,37,50,1,35
"10057","arima",0.00855872203387726,0.031941405,0.000225602075,38,1,1,35
"10058","asg",0.9779210526,0.995754025,0.943978725,38,1,1,35
"10059","naive",0.00388879095099608,0.014365695,9.95609325e-05,38,1,1,35
"10060","sir",0.00963143620744982,0.0358978375,0.0002494236,38,1,1,35
"10061","arima",0.27989886282,0.3644848,0.20553395,38,50,1,35
"10062","asg",0.3081350722,0.384519,0.237002425,38,50,1,35
"10063","naive",0.16028438344,0.20644935,0.1190867,38,50,1,35
"10064","sir",0.2516816823,0.32499015,0.186531975,38,50,1,35
"10065","arima",0.156368032931442,0.587080575,0.003812757,2,1,1,36
"10066","asg",0.17001682345536,0.59588925,0.004412436,2,1,1,36
"10067","naive",0.57416531769882,0.91659645,0.0699164575,2,1,1,36
"10068","sir",0.0994498311868619,0.4250149,0.0021942435,2,1,1,36
"10069","arima",0.24890371354,0.311193175,0.191434475,2,50,1,36
"10070","asg",0.2498618096,0.312171025,0.1924268,2,50,1,36
"10071","naive",0.25671595568,0.320216325,0.197938975,2,50,1,36
"10072","sir",0.24451852018,0.30617305,0.187183975,2,50,1,36
"10073","arima",0.0223662350968166,0.0843558925000001,0.000558952325,3,1,1,36
"10074","asg",0.0377367412358652,0.14256015,0.000916240575,3,1,1,36
"10075","naive",0.883481724006,0.978483125,0.690910525,3,1,1,36
"10076","sir",0.0564152990499682,0.222001275,0.001416801,3,1,1,36
"10077","arima",0.23190977314,0.29249015,0.177274775,3,50,1,36
"10078","asg",0.24603090716,0.307462275,0.189591825,3,50,1,36
"10079","naive",0.27305962858,0.339244575,0.211988675,3,50,1,36
"10080","sir",0.24899968806,0.312180225,0.190902375,3,50,1,36
"10081","arima",0.0230805190479168,0.0870637850000001,0.000584507125,4,1,1,36
"10082","asg",0.0232068968252984,0.0858639,0.000586786575,4,1,1,36
"10083","naive",0.91094924928,0.982603375,0.771988125,4,1,1,36
"10084","sir",0.0427633343122394,0.161271125,0.0010712865,4,1,1,36
"10085","arima",0.23720063472,0.29849205,0.18137595,4,50,1,36
"10086","asg",0.2346182408,0.2941736,0.17967995,4,50,1,36
"10087","naive",0.27907777376,0.345968175,0.216654975,4,50,1,36
"10088","sir",0.24910335152,0.313008075,0.191299675,4,50,1,36
"10089","arima",0.0246731720763669,0.09337044,0.000578454775,5,1,1,36
"10090","asg",0.0135407657829185,0.050337135,0.00034782465,5,1,1,36
"10091","naive",0.93343451492,0.986838175,0.832267825,5,1,1,36
"10092","sir",0.0283515468950961,0.10432585,0.0007113551,5,1,1,36
"10093","arima",0.25304633482,0.317509325,0.193862825,5,50,1,36
"10094","asg",0.21736225952,0.27493225,0.165321,5,50,1,36
"10095","naive",0.28828335054,0.35555405,0.2251638,5,50,1,36
"10096","sir",0.24130805532,0.303334025,0.184811,5,50,1,36
"10097","arima",0.0347575585595506,0.129631775,0.0007499757,6,1,1,36
"10098","asg",0.010972896216255,0.0409406825,0.00027384385,6,1,1,36
"10099","naive",0.93215119596484,0.987849125,0.822855125,6,1,1,36
"10100","sir",0.022118348251586,0.08193521,0.000561647225,6,1,1,36
"10101","arima",0.26945778812,0.336751075,0.20736165,6,50,1,36
"10102","asg",0.20902537222,0.26508205,0.1579386,6,50,1,36
"10103","naive",0.28988654916,0.35895835,0.22601885,6,50,1,36
