"","model","wt","upp","low","week","alpha","step","rep"
"12534","asg",0.23102834004,0.291328075,0.176138775,14,50,1,44
"12535","naive",0.29100353204,0.359763875,0.227386975,14,50,1,44
"12536","sir",0.18724465171,0.23938405,0.140568975,14,50,1,44
"12537","arima",0.695075660688481,0.9795541,0.0278110525,15,1,1,44
"12538","asg",0.0184529043027607,0.0688090075,0.000476502225,15,1,1,44
"12539","naive",0.27883399350726,0.946232625,0.00430284625,15,1,1,44
"12540","sir",0.0076374408450964,0.028636345,0.0001974334,15,1,1,44
"12541","arima",0.294456497,0.363344125,0.22954185,15,50,1,44
"12542","asg",0.23085808388,0.290518525,0.1765837,15,50,1,44
"12543","naive",0.29294930056,0.36200505,0.2277389,15,50,1,44
"12544","sir",0.18173611867,0.233703275,0.136001975,15,50,1,44
"12545","arima",0.458845444131942,0.971134675,0.00695307275,16,1,1,44
"12546","asg",0.0178250795085215,0.0658531325,0.0004335803,16,1,1,44
"12547","naive",0.516054565787631,0.9748681,0.009043043,16,1,1,44
"12548","sir",0.00727490798474546,0.0270459475,0.000176941675,16,1,1,44
"12549","arima",0.29549410838,0.3653281,0.229620825,16,50,1,44
"12550","asg",0.23123292918,0.291310075,0.17634665,16,50,1,44
"12551","naive",0.29618109858,0.365786025,0.2304709,16,50,1,44
"12552","sir",0.17709186436,0.227796075,0.132174875,16,50,1,44
"12553","arima",0.565584403828864,0.978333325,0.0098320335,17,1,1,44
"12554","asg",0.0168029129573898,0.06212409,0.000416058125,17,1,1,44
"12555","naive",0.410923869957435,0.97146305,0.0055552165,17,1,1,44
"12556","sir",0.00668881289979374,0.0248428,0.0001692658,17,1,1,44
"12557","arima",0.2998624083,0.369276125,0.234222825,17,50,1,44
"12558","asg",0.23062694992,0.29008625,0.176364775,17,50,1,44
"12559","naive",0.29690547086,0.366201475,0.231935875,17,50,1,44
"12560","sir",0.172605168182,0.22144915,0.129503,17,50,1,44
"12561","arima",0.447309432257142,0.972517975,0.00633740125,18,1,1,44
"12562","asg",0.0156466885949927,0.057932645,0.0003975945,18,1,1,44
"12563","naive",0.53073798004486,0.978484375,0.0091964455,18,1,1,44
"12564","sir",0.0063059013122221,0.0231539175,0.0001621988,18,1,1,44
"12565","arima",0.30192592464,0.371643625,0.2356668,18,50,1,44
"12566","asg",0.22949073516,0.2893936,0.17505895,18,50,1,44
"12567","naive",0.30009363194,0.369876275,0.233448475,18,50,1,44
"12568","sir",0.168489703298,0.21668725,0.125763975,18,50,1,44
"12569","arima",0.19631927962066,0.9342053,0.0028310895,19,1,1,44
"12570","asg",0.013180790876581,0.0492077525,0.00033681395,19,1,1,44
"12571","naive",0.784762243707032,0.98580055,0.0436806575,19,1,1,44
"12572","sir",0.0057376858021332,0.0212143925,0.00014508825,19,1,1,44
"12573","arima",0.30496476548,0.37576225,0.237963575,19,50,1,44
"12574","asg",0.22597583052,0.28494305,0.1721599,19,50,1,44
"12575","naive",0.30550259188,0.377476225,0.23880695,19,50,1,44
"12576","sir",0.163556815152,0.210770125,0.12217395,19,50,1,44
"12577","arima",0.101972666245604,0.607438250000001,0.0019386825,20,1,1,44
"12578","asg",0.0107734448493254,0.0401224,0.0002689939,20,1,1,44
"12579","naive",0.88199464627726,0.9889321,0.376574,20,1,1,44
"12580","sir",0.00525924594992578,0.0195470275,0.0001303479,20,1,1,44
"12581","arima",0.30908502132,0.38048945,0.241614775,20,50,1,44
"12582","asg",0.22007090628,0.27829645,0.16697995,20,50,1,44
"12583","naive",0.312006055,0.384700175,0.24374675,20,50,1,44
"12584","sir",0.158838015004,0.204016025,0.1187729,20,50,1,44
"12585","arima",0.109864946522437,0.691060250000001,0.00192385375,21,1,1,44
"12586","asg",0.00935382996677707,0.034722305,0.000233518375,21,1,1,44
"12587","naive",0.87593469715122,0.989961075,0.29002635,21,1,1,44
"12588","sir",0.00484652925433276,0.0177350675,0.000131423525,21,1,1,44
"12589","arima",0.31456960954,0.38504515,0.247049825,21,50,1,44
"12590","asg",0.21450980892,0.27179025,0.1627939,21,50,1,44
"12591","naive",0.3165455117,0.38817605,0.2478039,21,50,1,44
"12592","sir",0.15437507164,0.198775175,0.114944,21,50,1,44
"12593","arima",0.117775338289385,0.763091975,0.00204497,22,1,1,44
"12594","asg",0.00876357174718724,0.032729215,0.0002172599,22,1,1,44
"12595","naive",0.86887255249008,0.989952025,0.219110525,22,1,1,44
"12596","sir",0.00458853883626772,0.0168038625,0.000117236875,22,1,1,44
"12597","arima",0.31859645658,0.390849075,0.2500766,22,50,1,44
"12598","asg",0.21005609066,0.26804735,0.158591625,22,50,1,44
"12599","naive",0.32080674684,0.39422845,0.251696925,22,50,1,44
"12600","sir",0.150540705206,0.19425205,0.1120498,22,50,1,44
"12601","arima",0.1175125657833,0.738255125,0.002025769,23,1,1,44
"12602","asg",0.00825311017984336,0.03078034,0.000209250925,23,1,1,44
"12603","naive",0.86988635564212,0.990078025,0.24690575,23,1,1,44
"12604","sir",0.00434796821454097,0.0160622675,0.000111693425,23,1,1,44
"12605","arima",0.32236600926,0.394592,0.253739675,23,50,1,44
"12606","asg",0.20611585432,0.26283105,0.15580065,23,50,1,44
"12607","naive",0.32443519046,0.396587025,0.255196725,23,50,1,44
"12608","sir",0.147082949186,0.18980115,0.109529925,23,50,1,44
"12609","arima",0.12796056332948,0.817338675,0.002013034,24,1,1,44
"12610","asg",0.00813232934281611,0.03021969,0.000198350025,24,1,1,44
"12611","naive",0.85962074430792,0.990187075,0.16696005,24,1,1,44
"12612","sir",0.00428636255690019,0.0159899,0.000102186225,24,1,1,44
"12613","arima",0.32368599582,0.396755375,0.254131,24,50,1,44
"12614","asg",0.2056890991,0.26127905,0.1553749,24,50,1,44
"12615","naive",0.32563293812,0.39870435,0.256100275,24,50,1,44
"12616","sir",0.144991967024,0.187137225,0.108001825,24,50,1,44
"12617","arima",0.128842845601031,0.808757025,0.002191489,25,1,1,44
"12618","asg",0.00814260809856472,0.03020329,0.000202480425,25,1,1,44
"12619","naive",0.8588911231223,0.990109025,0.178090925,25,1,1,44
"12620","sir",0.00412342299120544,0.0153503575,0.000101212925,25,1,1,44
"12621","arima",0.32583666876,0.398669275,0.255859975,25,50,1,44
"12622","asg",0.20497836982,0.260527175,0.15463385,25,50,1,44
"12623","naive",0.32718511506,0.401474675,0.256451825,25,50,1,44
"12624","sir",0.141999851442,0.183210475,0.105711875,25,50,1,44
"12625","arima",0.131602536157926,0.815274475,0.002154021,26,1,1,44
"12626","asg",0.00810809657570282,0.030116195,0.00020508215,26,1,1,44
"12627","naive",0.85624733420377,0.99012605,0.17084325,26,1,1,44
"12628","sir",0.00404203089150342,0.01487244,9.89281925e-05,26,1,1,44
"12629","arima",0.32617163516,0.39884425,0.256478525,26,50,1,44
"12630","asg",0.20520795284,0.26097725,0.154791,26,50,1,44
"12631","naive",0.3286568371,0.4022742,0.258609325,26,50,1,44
"12632","sir",0.139963575104,0.18068825,0.10382275,26,50,1,44
"12633","arima",0.142634929870262,0.852957575,0.0023831675,27,1,1,44
"12634","asg",0.007885680951775,0.029066215,0.00019056325,27,1,1,44
"12635","naive",0.84558822428384,0.99003115,0.134213525,27,1,1,44
"12636","sir",0.00389116515818536,0.0142409675,9.82352425e-05,27,1,1,44
"12637","arima",0.32919213012,0.402574075,0.259649125,27,50,1,44
"12638","asg",0.20304807934,0.258361375,0.1532176,27,50,1,44
"12639","naive",0.33106926626,0.404309875,0.261228,27,50,1,44
"12640","sir",0.13669052114,0.176303125,0.10185995,27,50,1,44
"12641","arima",0.143677237841145,0.847353525,0.00249629125,28,1,1,44
"12642","asg",0.00761460826394426,0.02839374,0.000183407575,28,1,1,44
"12643","naive",0.84495573924904,0.990000075,0.13798305,28,1,1,44
"12644","sir",0.00375241566770454,0.0138434575,9.492692e-05,28,1,1,44
"12645","arima",0.33206645164,0.406314375,0.26201035,28,50,1,44
"12646","asg",0.200890037208,0.2563061,0.1516426,28,50,1,44
"12647","naive",0.33358608304,0.408069325,0.26274795,28,50,1,44
"12648","sir",0.133457432392,0.1723691,0.09908432,28,50,1,44
"12649","arima",0.162897542443715,0.8945325,0.0025917625,29,1,1,44
"12650","asg",0.00762592896143188,0.028303475,0.000198518875,29,1,1,44
"12651","naive",0.82582112295616,0.98961045,0.0944144425,29,1,1,44
"12652","sir",0.00365540679375518,0.0134982375,9.40632575e-05,29,1,1,44
"12653","arima",0.3326334966,0.4069791,0.2614409,29,50,1,44
"12654","asg",0.2015420864,0.25706335,0.152105875,29,50,1,44
"12655","naive",0.33422069282,0.4088171,0.2630108,29,50,1,44
"12656","sir",0.13160372317,0.169987925,0.0978624975,29,50,1,44
"12657","arima",0.165782006955825,0.884942225,0.002661533,30,1,1,44
"12658","asg",0.0078258920504715,0.029164635,0.00020802665,30,1,1,44
"12659","naive",0.822738300260844,0.9895371,0.10276755,30,1,1,44
"12660","sir",0.00365379792075013,0.01352471,9.310111e-05,30,1,1,44
"12661","arima",0.33237284498,0.40647825,0.26201085,30,50,1,44
"12662","asg",0.20200802532,0.257679075,0.1522219,30,50,1,44
"12663","naive",0.33345681048,0.407046075,0.2625882,30,50,1,44
"12664","sir",0.132162315382,0.170658325,0.09864716,30,50,1,44
"12665","arima",0.174270462561894,0.90162595,0.00278068975,31,1,1,44
"12666","asg",0.00770966091161295,0.028624925,0.0001901203,31,1,1,44
"12667","naive",0.81436852823732,0.989407325,0.0852891,31,1,1,44
"12668","sir",0.00365134870140002,0.013462925,8.84611825e-05,31,1,1,44
"12669","arima",0.3310435203,0.4043661,0.260294825,31,50,1,44
"12670","asg",0.20343190328,0.25949505,0.153137925,31,50,1,44
"12671","naive",0.3327926013,0.40686925,0.2615959,31,50,1,44
"12672","sir",0.132731974726,0.171196025,0.0989722725,31,50,1,44
"12673","arima",0.167821882656537,0.88230945,0.00288728875,32,1,1,44
"12674","asg",0.0076621306915044,0.0281710125,0.00019616335,32,1,1,44
"12675","naive",0.8208296346527,0.98927205,0.105047675,32,1,1,44
"12676","sir",0.00368635286682012,0.0135197975,9.80870425e-05,32,1,1,44
"12677","arima",0.33107223864,0.4043743,0.261196675,32,50,1,44
"12678","asg",0.20340053244,0.259326125,0.153090925,32,50,1,44
"12679","naive",0.33306734346,0.407113175,0.262199925,32,50,1,44
"12680","sir",0.132459885508,0.17127715,0.0985172425,32,50,1,44
"12681","arima",0.182786233418845,0.911820225,0.0028783265,33,1,1,44
"12682","asg",0.00757560631680702,0.0282430825,0.000181018,33,1,1,44
"12683","naive",0.805960645932754,0.989307075,0.0755101775,33,1,1,44
"12684","sir",0.00367751621747509,0.0134477475,9.55034175e-05,33,1,1,44
"12685","arima",0.33107019814,0.4059101,0.26007745,33,50,1,44
"12686","asg",0.20347682064,0.2598082,0.1530438,33,50,1,44
"12687","naive",0.33319485702,0.4077123,0.261960575,33,50,1,44
"12688","sir",0.132258120902,0.17086825,0.098557155,33,50,1,44
"12689","arima",0.177729648419021,0.8951062,0.00275811725,34,1,1,44
"12690","asg",0.00760745364781943,0.0284552825,0.0002000287,34,1,1,44
"12691","naive",0.8110130562339,0.989136175,0.0915168925,34,1,1,44
"12692","sir",0.00364983889129726,0.0134278675,9.72803125e-05,34,1,1,44
"12693","arima",0.3315158321,0.40577835,0.261405475,34,50,1,44
"12694","asg",0.20315208992,0.260553375,0.152336,34,50,1,44
"12695","naive",0.33356557236,0.4081291,0.26227475,34,50,1,44
"12696","sir",0.13176650007,0.17016635,0.0976733675,34,50,1,44
"12697","arima",0.197872983709584,0.9158379,0.00303362175,35,1,1,44
"12698","asg",0.0076036037377065,0.0283297925,0.000199905425,35,1,1,44
"12699","naive",0.790877922074548,0.988840025,0.072007065,35,1,1,44
"12700","sir",0.00364548832670197,0.0136149475,8.6390175e-05,35,1,1,44
"12701","arima",0.33192927884,0.40567205,0.2619403,35,50,1,44
"12702","asg",0.20314229518,0.2598973,0.152897875,35,50,1,44
"12703","naive",0.33334852502,0.4073244,0.262599825,35,50,1,44
"12704","sir",0.131579901876,0.17013205,0.0975912725,35,50,1,44
"12705","arima",0.203665704057936,0.92121925,0.00322356975,36,1,1,44
"12706","asg",0.00763465182408391,0.0284733325,0.000202363375,36,1,1,44
"12707","naive",0.785096172726112,0.988604,0.06679641,36,1,1,44
"12708","sir",0.0036034719150753,0.013395105,8.9210575e-05,36,1,1,44
"12709","arima",0.33185121128,0.405445925,0.26165295,36,50,1,44
"12710","asg",0.20309326296,0.2591501,0.152478675,36,50,1,44
"12711","naive",0.333489352,0.407112125,0.262713,36,50,1,44
"12712","sir",0.131566174102,0.169540325,0.0980636875,36,50,1,44
"12713","arima",0.193166795939742,0.905721475000001,0.00326688525,37,1,1,44
"12714","asg",0.00761486834108622,0.0281517425,0.00019642785,37,1,1,44
"12715","naive",0.79551792060638,0.988787025,0.082679535,37,1,1,44
"12716","sir",0.00370041714474259,0.0137112675,9.69216375e-05,37,1,1,44
"12717","arima",0.33144230604,0.405448075,0.260918475,37,50,1,44
"12718","asg",0.20319439352,0.259251025,0.152639925,37,50,1,44
"12719","naive",0.33293735986,0.408180525,0.261484525,37,50,1,44
"12720","sir",0.132425939824,0.171240125,0.09819154,37,50,1,44
"12721","arima",0.20663202119689,0.917437425,0.003594169,38,1,1,44
"12722","asg",0.00758419121757018,0.028356285,0.000193407375,38,1,1,44
"12723","naive",0.782088170674288,0.987928375,0.071031415,38,1,1,44
"12724","sir",0.00369561554754702,0.0135854875,9.3711785e-05,38,1,1,44
"12725","arima",0.33135521382,0.404554075,0.261056575,38,50,1,44
"12726","asg",0.202195394974,0.25847145,0.151535675,38,50,1,44
"12727","naive",0.3333781752,0.408343475,0.26223085,38,50,1,44
"12728","sir",0.13307121307,0.172406025,0.09905271,38,50,1,44
"12729","arima",0.40294468473642,0.859225825,0.02209547,2,1,1,45
"12730","asg",0.201538218157704,0.6472048,0.00602296275,2,1,1,45
"12731","naive",0.311386893436346,0.797045025,0.010875845,2,1,1,45
"12732","sir",0.0841302053786525,0.32003695,0.002289974,2,1,1,45
"12733","arima",0.25410229418,0.31733135,0.196479725,2,50,1,45
"12734","asg",0.25055754838,0.31370405,0.192575675,2,50,1,45
"12735","naive",0.25291315582,0.31518325,0.1950488,2,50,1,45
"12736","sir",0.24242700252,0.303816175,0.186392875,2,50,1,45
"12737","arima",0.383367560541991,0.87412465,0.0130917225,3,1,1,45
"12738","asg",0.138176068368139,0.494925125,0.00356354375,3,1,1,45
"12739","naive",0.425885525652534,0.887040425,0.01991816,3,1,1,45
"12740","sir",0.052570844723063,0.199369075,0.0012323295,3,1,1,45
"12741","arima",0.2554946283,0.318697475,0.19739895,3,50,1,45
"12742","asg",0.25021681092,0.312296,0.19219295,3,50,1,45
"12743","naive",0.25646103638,0.3196971,0.197773525,3,50,1,45
"12744","sir",0.23782752552,0.298665225,0.18171885,3,50,1,45
"12745","arima",0.187835806790862,0.748394925,0.00403878025,4,1,1,45
"12746","asg",0.092661226434884,0.35115085,0.00231704525,4,1,1,45
"12747","naive",0.678324998792396,0.94831905,0.10451735,4,1,1,45
"12748","sir",0.0411779657797037,0.1559304,0.00101667475,4,1,1,45
"12749","arima",0.25473711744,0.318093225,0.19589675,4,50,1,45
"12750","asg",0.24928702166,0.31128625,0.19263685,4,50,1,45
"12751","naive",0.26092563232,0.325226075,0.201319825,4,50,1,45
"12752","sir",0.23505023322,0.29556155,0.179436675,4,50,1,45
"12753","arima",0.192648157511278,0.787947575,0.00391798725,5,1,1,45
"12754","asg",0.0537321963250758,0.2038478,0.00143365325,5,1,1,45
"12755","naive",0.721273017942696,0.95811305,0.11757395,5,1,1,45
"12756","sir",0.0323466272152705,0.119755025,0.000764670075,5,1,1,45
"12757","arima",0.25872736022,0.3222621,0.199615425,5,50,1,45
"12758","asg",0.24460013518,0.306438125,0.187998825,5,50,1,45
"12759","naive",0.26500942924,0.33021435,0.204953875,5,50,1,45
"12760","sir",0.23166307266,0.290976325,0.17705795,5,50,1,45
"12761","arima",0.188680497650471,0.79693665,0.0037496715,6,1,1,45
"12762","asg",0.0395516569709871,0.14851005,0.000974458975,6,1,1,45
"12763","naive",0.745418180532146,0.9654521,0.1329801,6,1,1,45
"12764","sir",0.0263496640857076,0.0977071125000001,0.00066688665,6,1,1,45
"12765","arima",0.26217727314,0.32657545,0.20208595,6,50,1,45
"12766","asg",0.24059650684,0.300985,0.18494295,6,50,1,45
"12767","naive",0.26919153224,0.3333081,0.20824645,6,50,1,45
"12768","sir",0.22803468888,0.2873853,0.173662675,6,50,1,45
"12769","arima",0.203923679695605,0.83258315,0.003883917,7,1,1,45
"12770","asg",0.0324553218527501,0.12096515,0.0008038193,7,1,1,45
"12771","naive",0.74074723809478,0.96807215,0.109662825,7,1,1,45
"12772","sir",0.0228737615564066,0.0861680675,0.0005407409,7,1,1,45
"12773","arima",0.26540697706,0.330498025,0.2053804,7,50,1,45
"12774","asg",0.23747597606,0.298159025,0.18218395,7,50,1,45
"12775","naive",0.27193334722,0.336852775,0.210995875,7,50,1,45
"12776","sir",0.22518369906,0.2836661,0.171786975,7,50,1,45
"12777","arima",0.292719960709008,0.91198175,0.0056464345,8,1,1,45
"12778","asg",0.0284855078806438,0.106124125,0.000692161575,8,1,1,45
"12779","naive",0.65760672918003,0.96510915,0.0408451875,8,1,1,45
"12780","sir",0.0211878025877108,0.0788687700000001,0.000550535675,8,1,1,45
"12781","arima",0.26908300932,0.333874175,0.208405725,8,50,1,45
"12782","asg",0.23444212782,0.29409505,0.179444975,8,50,1,45
"12783","naive",0.27308390198,0.339325,0.21107,8,50,1,45
"12784","sir",0.22339096066,0.281942025,0.170430975,8,50,1,45
"12785","arima",0.46927861822104,0.9556645,0.011525745,9,1,1,45
"12786","asg",0.0247714760006534,0.0926292175000001,0.0006177184,9,1,1,45
"12787","naive",0.48739508686011,0.9563251,0.012391385,9,1,1,45
"12788","sir",0.0185548196718982,0.0693102325,0.0004605634,9,1,1,45
"12789","arima",0.27313676702,0.33854575,0.21219165,9,50,1,45
"12790","asg",0.2311685435,0.2903415,0.1771158,9,50,1,45
"12791","naive",0.27519850684,0.34060615,0.21408035,9,50,1,45
"12792","sir",0.22049618214,0.278609325,0.167869825,9,50,1,45
"12793","arima",0.386230202487533,0.966623375,0.00422427925,10,1,1,45
"12794","asg",0.0209625719627949,0.0776066,0.00049218075,10,1,1,45
"12795","naive",0.576863537387743,0.97361405,0.00904006525,10,1,1,45
"12796","sir",0.0159436891222183,0.0598046575,0.000365303525,10,1,1,45
"12797","arima",0.27282484616,0.33941205,0.2111888,10,50,1,45
"12798","asg",0.22888119134,0.287808025,0.17544955,10,50,1,45
"12799","naive",0.28053136584,0.34704505,0.21777085,10,50,1,45
"12800","sir",0.21776259528,0.275470075,0.165065775,10,50,1,45
"12801","arima",0.734301551987012,0.98145805,0.0199336175,11,1,1,45
"12802","asg",0.0180214654079964,0.0670679325,0.0004742903,11,1,1,45
"12803","naive",0.23412816541663,0.948659525,0.002357826,11,1,1,45
"12804","sir",0.0135488168615479,0.050723335,0.000349270025,11,1,1,45
"12805","arima",0.27776037326,0.344730125,0.215425675,11,50,1,45
"12806","asg",0.22662002772,0.28510855,0.1731463,11,50,1,45
"12807","naive",0.28156637516,0.3485655,0.218777,11,50,1,45
"12808","sir",0.21405322586,0.270708125,0.16239275,11,50,1,45
"12809","arima",0.94355355158958,0.991790025,0.847016875,12,1,1,45
"12810","asg",0.0113431176840464,0.0423720925,0.000281470975,12,1,1,45
"12811","naive",0.0375184286554188,0.127150125,0.0006999294,12,1,1,45
"12812","sir",0.00758490110766374,0.0281292025,0.000192197125,12,1,1,45
"12813","arima",0.27521662408,0.34420735,0.21130785,12,50,1,45
"12814","asg",0.2286099507,0.288129,0.174543975,12,50,1,45
"12815","naive",0.29288737318,0.361494275,0.228352,12,50,1,45
"12816","sir",0.2032860508,0.2584795,0.15349695,12,50,1,45
"12817","arima",0.97027888454,0.9945621,0.920832925,13,1,1,45
"12818","asg",0.0089530786918017,0.0332858825,0.000226773075,13,1,1,45
"12819","naive",0.0156529296026386,0.0598385075,0.000375328725,13,1,1,45
"12820","sir",0.00511510521406694,0.018744615,0.000130381475,13,1,1,45
"12821","arima",0.28566247536,0.357773225,0.219538725,13,50,1,45
"12822","asg",0.22968465436,0.28920905,0.17526595,13,50,1,45
"12823","naive",0.29741603504,0.366727525,0.231730825,13,50,1,45
"12824","sir",0.18723683578,0.239883075,0.140773425,13,50,1,45
"12825","arima",0.97705228316,0.995657,0.94094095,14,1,1,45
"12826","asg",0.00771173169299672,0.0286579425,0.0001992415,14,1,1,45
"12827","naive",0.0113466652252915,0.04209893,0.000278159075,14,1,1,45
"12828","sir",0.00388932001400018,0.014460245,9.529344e-05,14,1,1,45
"12829","arima",0.30482697532,0.38107105,0.2344139,14,50,1,45
"12830","asg",0.23043066178,0.289970125,0.1756368,14,50,1,45
"12831","naive",0.2964639711,0.366997425,0.2300677,14,50,1,45
"12832","sir",0.168278392404,0.216613125,0.125178925,14,50,1,45
"12833","arima",0.98200667648,0.996605,0.95368885,15,1,1,45
"12834","asg",0.00658051784477757,0.0244625025,0.000168991575,15,1,1,45
"12835","naive",0.00845052381091755,0.03147826,0.00021351805,15,1,1,45
"12836","sir",0.00296227975712914,0.01104683,7.4649635e-05,15,1,1,45
"12837","arima",0.330622943,0.410625025,0.25559195,15,50,1,45
"12838","asg",0.23060693394,0.29109505,0.176100875,15,50,1,45
"12839","naive",0.29188226898,0.36224365,0.225375975,15,50,1,45
"12840","sir",0.146887851734,0.19031305,0.10893295,15,50,1,45
"12841","arima",0.98303766238,0.996808025,0.9564198,16,1,1,45
"12842","asg",0.00643116033815168,0.0237472375,0.0001611272,16,1,1,45
"12843","naive",0.0079395370673162,0.0297017275000001,0.00020566645,16,1,1,45
"12844","sir",0.0025916394159544,0.00963524125,6.26189875e-05,16,1,1,45
"12845","arima",0.3136297274,0.39496905,0.23829365,16,50,1,45
"12846","asg",0.23486741696,0.29553,0.17905565,16,50,1,45
"12847","naive",0.31234115274,0.387283075,0.240756975,16,50,1,45
"12848","sir",0.139161705532,0.18071395,0.102989975,16,50,1,45
"12849","arima",0.98443598246,0.99707405,0.959397675,17,1,1,45
"12850","asg",0.00547540301038826,0.020483395,0.000131146625,17,1,1,45
"12851","naive",0.00759744717546218,0.0282476075,0.000184621525,17,1,1,45
"12852","sir",0.00249116772905468,0.00918173775,6.4487995e-05,17,1,1,45
"12853","arima",0.33207865468,0.415230375,0.253591,17,50,1,45
"12854","asg",0.21549072846,0.272778425,0.1641059,17,50,1,45
"12855","naive",0.317260337,0.3941293,0.24473485,17,50,1,45
"12856","sir",0.135170280194,0.1752611,0.100156925,17,50,1,45
"12857","arima",0.9856806572,0.997298025,0.96254395,18,1,1,45
"12858","asg",0.00456562437434406,0.01703155,0.000109133025,18,1,1,45
"12859","naive",0.00735230426323483,0.0275518675,0.000176998625,18,1,1,45
"12860","sir",0.00240141493292901,0.00883043075000001,5.954029e-05,18,1,1,45
"12861","arima",0.3489654548,0.4354661,0.267101875,18,50,1,45
"12862","asg",0.19682464706,0.25134215,0.148274775,18,50,1,45
"12863","naive",0.32227697876,0.400521325,0.2480099,18,50,1,45
"12864","sir",0.131932917232,0.171699525,0.0974986375,18,50,1,45
"12865","arima",0.98640903446,0.997460025,0.964529925,19,1,1,45
"12866","asg",0.00406433409776337,0.0149740125,0.000100678325,19,1,1,45
"12867","naive",0.00717739790446992,0.0266563025,0.0001614792,19,1,1,45
"12868","sir",0.00234923327057348,0.0087390915,5.984536e-05,19,1,1,45
"12869","arima",0.3588084693,0.44700905,0.27447035,19,50,1,45
"12870","asg",0.18633486316,0.238261275,0.140095525,19,50,1,45
"12871","naive",0.32551511958,0.40476805,0.2505661,19,50,1,45
"12872","sir",0.12934154963,0.168001175,0.0955309275,19,50,1,45
"12873","arima",0.98706894348,0.997524025,0.96649895,20,1,1,45
"12874","asg",0.00370891694596864,0.013749895,9.393445e-05,20,1,1,45
"12875","naive",0.0069187542749843,0.02544301,0.000169310075,20,1,1,45
"12876","sir",0.00230338710901897,0.008497599,5.527289e-05,20,1,1,45
"12877","arima",0.37370896098,0.463006425,0.287782625,20,50,1,45
"12878","asg",0.176972104286,0.227078575,0.132612875,20,50,1,45
"12879","naive",0.32338079104,0.40375,0.246872975,20,50,1,45
"12880","sir",0.125938144582,0.16423305,0.0928017675,20,50,1,45
"12881","arima",0.98780873622,0.99768005,0.96797995,21,1,1,45
"12882","asg",0.00331786284068639,0.0122726075,8.2893385e-05,21,1,1,45
"12883","naive",0.00663527737064414,0.024927105,0.000164557525,21,1,1,45
"12884","sir",0.00223812367305868,0.00825444925,5.757085e-05,21,1,1,45
"12885","arima",0.38945892372,0.47979575,0.300355475,21,50,1,45
"12886","asg",0.164681633666,0.212655225,0.122412925,21,50,1,45
"12887","naive",0.3225364783,0.4043,0.245618875,21,50,1,45
"12888","sir",0.123322966666,0.16034805,0.0908582175,21,50,1,45
"12889","arima",0.98773436174,0.997721,0.967443,22,1,1,45
"12890","asg",0.00319234528008216,0.0118098425,8.09551725e-05,22,1,1,45
"12891","naive",0.0068478352824575,0.0257605275,0.00016754775,22,1,1,45
"12892","sir",0.00222545575104579,0.008323726,5.45863675e-05,22,1,1,45
"12893","arima",0.37436340116,0.4669161,0.28489225,22,50,1,45
"12894","asg",0.166580076104,0.2149621,0.123819675,22,50,1,45
"12895","naive",0.33588180192,0.419006425,0.2557325,22,50,1,45
"12896","sir",0.123174718436,0.1608513,0.090806245,22,50,1,45
"12897","arima",0.98789727926,0.997755025,0.967964,23,1,1,45
"12898","asg",0.00318815948628195,0.0117839975,7.9617745e-05,23,1,1,45
"12899","naive",0.00673273938911884,0.025077705,0.000184034775,23,1,1,45
"12900","sir",0.00218182166282274,0.00802909125000001,5.652253e-05,23,1,1,45
"12901","arima",0.38360504298,0.476104125,0.293973,23,50,1,45
"12902","asg",0.165602375112,0.214225,0.122909875,23,50,1,45
"12903","naive",0.33114781346,0.414504025,0.252523225,23,50,1,45
"12904","sir",0.119644770492,0.1559721,0.088353475,23,50,1,45
"12905","arima",0.9878644368,0.997718025,0.967866875,24,1,1,45
"12906","asg",0.00312983454612773,0.011589885,7.53546925e-05,24,1,1,45
"12907","naive",0.00682263323622818,0.02513523,0.000184929775,24,1,1,45
"12908","sir",0.00218309639140783,0.00810624125,5.3959965e-05,24,1,1,45
"12909","arima",0.382313737,0.474634025,0.292369725,24,50,1,45
"12910","asg",0.166349793004,0.2152571,0.12343195,24,50,1,45
"12911","naive",0.33341833004,0.41693725,0.253892925,24,50,1,45
"12912","sir",0.11791814326,0.153575025,0.0869940175,24,50,1,45
"12913","arima",0.98793696358,0.99781805,0.967961975,25,1,1,45
"12914","asg",0.00311564937976504,0.0114293575,7.92712875e-05,25,1,1,45
"12915","naive",0.0068011745896815,0.025275565,0.0001573382,25,1,1,45
"12916","sir",0.00214621319338484,0.0078550445,5.64294825e-05,25,1,1,45
"12917","arima",0.38645861002,0.478929025,0.297120775,25,50,1,45
"12918","asg",0.16581475848,0.214667175,0.1230619,25,50,1,45
"12919","naive",0.33174011064,0.41361015,0.25249525,25,50,1,45
"12920","sir",0.115986517066,0.15047215,0.085643375,25,50,1,45
"12921","arima",0.98810015592,0.997852,0.968277125,26,1,1,45
"12922","asg",0.0030741852608559,0.01148047,7.77387125e-05,26,1,1,45
"12923","naive",0.00672342577421614,0.0251068275,0.00017422635,26,1,1,45
"12924","sir",0.0021022302762575,0.00769905825,5.691196e-05,26,1,1,45
"12925","arima",0.39364729294,0.485770725,0.3024839,26,50,1,45
"12926","asg",0.164005403126,0.2128531,0.121441,26,50,1,45
"12927","naive",0.32853735276,0.411411175,0.250100325,26,50,1,45
"12928","sir",0.11380994956,0.147956125,0.08390808,26,50,1,45
